"publishedDate","title","text","rating"
"2012-04-23","En todos lados un café","Starbucks está siempre presente no importa el lugar. El café es muy largo y americano. Siempre muy caliente","4"
"2012-04-23","Wifi es un mito","El café es normal, bastante caro para lo que ofrecen, en España suelen ofrecer wifi para consultar internet, en mi visita a NYC esto es un mito, mira que está lleno de cafeterías de este estilo, no conseguimos wifi  que funcionase en ninguna.","2"
"2012-04-22","WIFI e banheiro disponível","O café mantém o padrão,mas o bom do Starbucks em NY é que sempre se consegue WIFI e banheiros,que são difícies de conseguir nesta cidade","3"
"2012-04-19","No milk at Starbucks?","I went Starbucks in NYC (do not recall exact location) and I asked for a hot chocolate... I could not buy one since they ran out of milk. I thought is this even possible... this is a coffee shop.","2"
"2012-04-19","Always busy!","If you manage to get a seat, well done! They are always rammed with people and queues can be extensive but the coffee is good ","3"
"2012-04-16","Bune café","Muy variados sabores de café , en ambiente agitado tipico de Nueva York . Hay que estar preparado para el entorno pero lo encontramos una experiencia turìstica sabrosa","4"
"2012-04-15","Come sentirsi in un film","La Broadway già di per sè è meravigliosa se poi te la godi seduto ad un tavolino in stile americano consumando un buon caffè anch'esso americano, allora ti da l'impressione di vivere la scena di un film. Il locale è molto bello e l'atmosfera che ti regala è meravigliosamente reale. Consiglio di prendere il caffè americano e rimandare quello espresso una volta tornati in Italia. Se poi siete incalliti della rete c'è la possibilità di collegarsi via wi fi con il mondo. I pasticcini non sono male, la la bellezza che appaga la vista non rispecchia la bontà del palato, meglio quelli della nostra Italia.","5"
"2012-04-14","It's not a visit to the city without Starbucks!","Grab a latte and talk with the locals, who are very helpful.  Enjoy!","4"
"2012-04-12","Café?","Bom, hoje eles já tiram um expresso razoavel, mas aquela mania de servir em copo de papel...","3"
"2012-04-11","Kein Vergleich","Starbucks Coffee Shops sind oft und in jedem Teil von NYC angesiedelt. Die Bediensteten sind zu 98 % freundlich und auch hier lacht niemand über mein deutsches Englisch. Der Kaffee ist der Beste nach Roastown Coffe, das leider vom TripAdvisor in New York nicht gefunden wurde, obwohl ich die Adresse weiß... 
Das Angebot ist reichhaltig, es ist für jeden Geschmack etwas dabei. Bezahlbar ist es auch. Aber es bleibt etwas Besonderes, weil ich es mir auch in Frankfurt nicht täglich leisten könnte.
Danke an alle, die dort arbeiten und die täglich freundlich und geduldig mit den Touris umgehen!","4"
"2012-03-23","En todas las cuadras","En todas las cuadras uno encuentra Starbucks, Mc Donald's y Gap.
Los cafés son exquisitos. Es difícil conseguir mesas, tienen mucha concurrencia y casi todos poco espacio.","5"
"2012-03-18","Colazione,pausa,piacere e connection col mondo!","Adoro Starbucks ovunque ma in particolare qui a Manhattan!adoro il loro caffè dal semplice americano al frappuccino al mio preferito caramel macchiato!Se siete tradizionalisti incalliti vi fanno pure l'espressso sia single che double!Se poi volete collegarvi via wi fi e' più facile a farsi che a dirsi!Ottimo anche il Chai tea molto aromatizzato!I muffins al mirtillo sono una delizia e se volete il salato per colazione prendetevi un bel bagel caldo con cream cheese (Philadelphia).","5"
"2012-03-13","Una sicurezza...","E' un punto di riferimento per la mia colazione quando viaggio all'estero.. tall cappuccino, tazo tea, muffin... E' un buon compromesso per chi ama la colazione all'italiana con brioches e cappuccino ma all'occorrenza ci sono anche panini e macedonie sempre tutto fresco. A NY praticamente trovi uno starbucks ad ogni angolo di strada o di isolato. E vendono anche i loro gadget...se non so che regalare compro qualcosina da loro...","5"
"2012-03-08","at every corner :)","Great coffee and little indulgences to go along. I can't count how many times I had a Starbucks coffee in my 2 weeks stay in NYC. The chocolate brownie is yummy. Also taste the variety of coffees. I loved the iced coffee.","5"
"2012-03-07","Café in gewohnter Qualität, Filialen allerdings auf niedrigem Standard","Die Starbucks Filialen in New York sind wirklich nicht zu übersehen, gefühlt kommt alle paar Meter die nächste. Der Café kommt in der gewohnten Standardqualität. Allerdings sind die Filialen oft etwas schmuddelig, lange nicht auf dem Stand, wie man ihn etwas von Deutschland kennt. Auch dem eigenen Anspruch der Kette nach gemütlicher Wohnzimmeratmosphäre werden sie nicht gerecht. Ist in New York auch schwierig, aber etwas freundlicher könnten die Cafés schon gestaltet sein.","3"
"2012-02-19","Come nei film","Abbiamo fatto colazione quasi sempre da Starbucks (anche perchè ce ne sono ovunque!) quasi sempre con cappuccino. Caffè buono, i pasticcini invece sembrano belli a guardarli ma un po' ""finti""..c'è sicuramente di meglio!Buon posto per prendere qualcosa al volo, prezzo non proprio conveniente ma nella media di altri locali simili. ","3"
"2012-02-10","Posso dire che lo odio?","E spiego perchè:
- per i prezzi folli: un caffè stile acqua risciacquata, costa sui 4 dollari; uno yogurt 5; con la conseguenza che una colazione costa sui 10 $;
- per il sistema bizantino in cui ti servono: ordini ad una persona, gli lasci il nome, quella ci mette un'ora a capire, finalmente scrive il nome sul bicchiere di carta (...), tu vai a pagare e poi ti metti ad aspettare che un terzo personaggio riempia il bicchiere con la bevanda prescelta (di solito passano almeno cinque minuti) e poi ti chiami. Ma si può???
- per i nomi assurdi con cui chiamano le ""bevande"": mocha (che si legge ""mocia"", e non è una moka bensì un misto tra acqua sporca e cioccolata); frappuccino: ma che è?; americano: un mix tra espresso (mah) e quello che noi chiamiamo americano....
- perchè spesso non c'è neanche un posto dove sedersi in quanto la gente ci si piazza per ore.
- perchè soprattutto nelle zone turistiche è pieno di italiani in vacanza, e quindi è il posto meno americano che si può trovare;
- perchè è uguale in tutti i posti del mondo, quindi potresti stare a NY come a Londra o a Parigi.

L'unica cosa positiva è che c'è il ""free wi-fi"".","2"
"2012-02-09","Como é possível","O Starbucks é o Mc Donald's dos adultos.

No mundo inteiro é igual. 
Otimo atendimento, produtos de qualidade.","4"
"2012-01-20","Fast service","Starbucks gets people in and out quickly. Very limited seating. WiFi available.","4"
"2012-01-12","Grand Central Terminal","I ordered a grande chai latte from the store. It was a frustrating wait only because the three ladies in front of me failed to read or were too lazy to read the signs in front of the breads and coffee cakes and muffins in the display case. They asked about everything in the case. 

The employees handled the difficult people professionally and i think we were all glad to see them get their desired snack and be on their way. 

My order was perfect and i enjoyed it on the train ride back to the hotel.  :)","5"
"2012-01-11","cualquier starbucks es genial y mas si es en NY!!!!!","el tiempo que estuvimos en NY todos los dias pasamos por Starbucks, mucho mas barato que Buenos Aires, water free, y wiifi free too! ","5"
"2012-01-09","The best I've been too.","We used the Starbucks on Time Square that was right near the Hershey's shop.

The turn over was constant, so the cake was always fresh & gorgeous.

Delicious hot chocolate whilst walking to see the Saks light show......Thank You Starbucks.

Carole
 :O) ","5"
"2011-12-31","Daily habit","Coming from California, we found the Starbucks beverage prices  in NYC higher though the drinks were of consistent great quality.  It's a hard habit to break so we pay!  We also found a difference in the facilities - there is one bathroom and usually a line to get in.  (Public bathrooms are few and far between and of passable (sometimes) quality in NYC.)","3"
"2011-12-28","Evitatelo","Seguite le indicazioni su trip la prima colazione americana l'abbiamo fatta da uno dei mille starbucks a new York , proprio di fronte all'hotel. Un disastro, dolci che a vederli sembrano finti per quanto belli , ripugnanti in bocca. Caffè, frappuccino e altre bevande simili, insipide senz'anima anonime e in alcuni casi come l'espresso disgustose. Conto naturalmente alto. Da evitare , un saluto.","1"
"2011-12-24","Groundog hog day","I have been to many Starbucks in NYC. like everywhere else in the US, they are everywhere. Whether this is a fact worth noting in any review anywhere is open to question. like every other Starbucks anywhere on earth they sell coffee. And utterly mediocre muffins-all of which taste vaguely of cinammon. There are also many many independent coffe houses and diners selling morning coffee across NYC and the rest of the US. My time on earth is limited. Visiting any one of them would be a more useful voyage of discovery than any trip to any Starbucks anywhere possibly could be.""","3"
"2011-12-22","7th/49th- Nice Store, Great Staff","Traveled in Dec during busy, busy holiday season.  Went in the store 3 days in a row.  Staff always pleasant, store always neat and tidy.  Kudos- would def go there again when I stay at Radio City Apts!","5"
